Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4wJ8dJKBAxdDe5cUx8K779,"3MZsBdqDrRTJihTHQrO6Dq,6Xgp2XMz1fhVYe7i6yNAax","R.I.P. (feat. Trippie Redd)","BALLADS 1","Joji,Trippie Redd",2018-10-26,158726,68,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop,melodic rap,rap,trap",0.716,0.515,11,-9.651,0,0.0305,0.618,0.257,0.136,0.383,99.284,4
0qpSvzE0Rws3gVZNZCf04v,"3MZsBdqDrRTJihTHQrO6Dq","XNXX","BALLADS 1","Joji",2018-10-26,127318,63,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop",0.388,0.52,2,-8.354,1,0.0593,0.257,0.185,0.113,0.196,84.851,4
606F3qdYCXtDVtKN53YsuW,"3MZsBdqDrRTJihTHQrO6Dq","I'LL SEE YOU IN 40","BALLADS 1","Joji",2018-10-26,253780,63,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop",0.411,0.377,3,-9.553,1,0.0296,0.347,0.765,0.222,0.0321,139.881,4
3iGz75NJkqHubYUMRELLyP,"1AhjOkOLkbHUfcHDSErXQs,3MZsBdqDrRTJihTHQrO6Dq,2kxP07DLgs4xlWz8YHlvfh","La Cienega","Head In The Clouds","88rising,Joji,NIKI",2018-07-20,192606,61,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,alternative r&b,viral pop,chill r&b,indonesian r&b",0.61,0.318,8,-9.95,1,0.148,0.506,0.000617,0.102,0.214,109.491,3
3oFB1Je60Up6LMDDWCi5mJ,"1AhjOkOLkbHUfcHDSErXQs,2IDLDx25HU1nQMKde4n61a,6WkUZyqghQei2G809wMKuZ,61qMnYXa1GxSBoV3IiYKjZ,07ZhipyrvoyNoJejeyM0PQ,2n2CsW5gqx05t3FhCsOtXF","Red Rubies","Head In The Clouds","88rising,Rich Brian,Yung Bans,Yung Pinch,Higher Brothers,Don Krez",2018-07-20,243656,43,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,indonesian hip hop,plugg,rap,trap,underground hip hop,vapor trap,emo rap,melodic rap,oc rap,pop rap,sad rap,chinese hip hop",0.856,0.382,0,-7.71,0,0.116,0.512,0,0.106,0.288,135.07,4
4xUnvfs5lN7hcgWwyXZA11,"1AhjOkOLkbHUfcHDSErXQs,07ZhipyrvoyNoJejeyM0PQ,0FtsMKmZEq8fBWqdSOWtqp","Swimming Pool","Head In The Clouds","88rising,Higher Brothers,03 Greedo",2018-07-20,272448,39,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,chinese hip hop,cali rap,melodic rap,rap,trap,underground hip hop,vapor trap",0.774,0.63,0,-7.807,0,0.286,0.349,0,0.311,0.77,140.033,4
6dktyiCWz2JYGmcPQ5D5dY,"1AhjOkOLkbHUfcHDSErXQs,3MZsBdqDrRTJihTHQrO6Dq,4TEJudQY2pXxVHPE3gD2EU","Peach Jam","Head In The Clouds","88rising,Joji,BlocBoy JB",2018-07-20,161713,60,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,alternative r&b,viral pop,memphis hip hop,pop rap,rap,southern hip hop,tennessee hip hop,trap,vapor trap",0.857,0.668,7,-6.816,1,0.052,0.0175,0.000595,0.101,0.624,89.986,4
6TodWdTSDfzwgYynTZSvJn,"1AhjOkOLkbHUfcHDSErXQs,3MZsBdqDrRTJihTHQrO6Dq,2IDLDx25HU1nQMKde4n61a,07ZhipyrvoyNoJejeyM0PQ,2iB8eFB6flwQculkUrRssi","Midsummer Madness","Head In The Clouds","88rising,Joji,Rich Brian,Higher Brothers,AUGUST 08",2018-07-20,280841,73,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,alternative r&b,viral pop,indonesian hip hop,chinese hip hop,la pop,r&b",0.409,0.678,9,-7.731,1,0.0878,0.359,0.00000476,0.167,0.168,89.968,4
2W8d6AkRCP2qD89z1zK5MJ,"1AhjOkOLkbHUfcHDSErXQs,2kxP07DLgs4xlWz8YHlvfh,0GeeIVcvGA8GSlWsoY1dkG","Plans (feat. Vory)","Head In The Clouds","88rising,NIKI,Vory",2018-07-20,138390,53,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,chill r&b,indonesian r&b,kentucky hip hop,pop rap,trap soul",0.917,0.541,0,-8.345,1,0.0944,0.145,0.0000325,0.0409,0.752,101.005,4
4TwVtW8hS5LyLoDtJGpUOg,"1AhjOkOLkbHUfcHDSErXQs,2IDLDx25HU1nQMKde4n61a","History","Head In The Clouds","88rising,Rich Brian",2018-07-20,207307,68,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,indonesian hip hop",0.554,0.589,3,-8.163,0,0.231,0.613,0.000257,0.0982,0.414,74.982,4
